position,velocity,dt
2.247022,3.833006,10
2.285387,3.836504,10
2.323777,3.839002,10
2.362182,3.8405,10
2.400592,3.841,10
2.439002,3.841,10
2.477412,3.841,10
2.515822,3.841,10
2.554232,3.841,10
2.592642,3.841,10
2.631052,3.841,10
2.669462,3.841,10
2.707872,3.841,10
2.746282,3.841,10
2.784692,3.841,10
2.823102,3.841,10
2.861512,3.841,10
2.899922,3.841,10
2.938332,3.841,10
2.976742,3.841,10
3.015152,3.841,10
3.053562,3.841,10
3.091972,3.841,10
3.130382,3.841,10
3.168792,3.841,10
3.207202,3.841,10
3.245612,3.841,10
3.284022,3.841,10
3.322432,3.841,10
3.360842,3.841,10
3.399252,3.841,10
3.437662,3.841,10
3.476072,3.841,10
3.514482,3.841,10
3.552892,3.841,10
3.591302,3.841,10
3.629712,3.841,10
3.668122,3.841,10
3.706532,3.841,10
3.744942,3.841,10
3.782552,3.761004,10
3.818417,3.586513,10
3.854184,3.576687,10
3.889847,3.566293,10
3.9254,3.55529,10
3.960836,3.543634,10
3.996149,3.531276,10
4.031331,3.518165,10
4.066373,3.504244,10
4.101268,3.489454,10
4.136005,3.47373,10
4.170575,3.457004,10
4.204967,3.439201,10
4.23917,3.420244,10
4.27317,3.400051,10
4.306956,3.378534,10
4.340512,3.355606,10
4.373823,3.331173,10
4.406875,3.305144,10
4.439649,3.277427,10
4.472128,3.247936,10
4.504294,3.21659,10
4.536128,3.183323,10
4.567608,3.148087,10
4.598717,3.11086,10
4.629434,3.071655,10
4.659739,3.030532,10
4.689615,2.987612,10
4.719046,2.943088,10
4.748018,2.897245,10
4.776523,2.850471,10
4.804556,2.803272,10
4.832119,2.756284,10
4.859221,2.710273,10
4.885883,2.666129,10
4.912131,2.624849,10
4.938006,2.5875,10
4.963558,2.555171,10
4.988847,2.528912,10
5.013943,2.509655,10
5.038925,2.498152,10
5.063874,2.494902,10
5.088875,2.500113,10
5.114012,2.513675,10
5.139364,2.535179,10
5.165003,2.563943,10
5.190994,2.599081,10
5.21739,2.639566,10
5.244233,2.684307,10
5.271555,2.732215,10
5.299377,2.78226,10
5.327712,2.833508,10
5.356564,2.885146,10
5.385929,2.936497,10
5.415799,2.987011,10
5.446162,3.036267,10
5.477001,3.083953,10
5.5083,3.129853,10
5.540038,3.173834,10
5.572196,3.215825,10
5.604754,3.25581,10
5.637693,3.293809,10
5.670991,3.329875,10
5.704632,3.364081,10
5.738597,3.396514,10
5.77287,3.427271,10
5.807434,3.456453,10
5.842276,3.484167,10
5.877381,3.510515,10
5.912737,3.5356,10
5.948332,3.559523,10
5.984156,3.58238,10
6.020199,3.604263,10
6.056452,3.625261,10
6.092906,3.645459,10
6.129555,3.664936,10
6.166393,3.68377,10
6.203414,3.702033,10
6.240611,3.719796,10
6.277983,3.737124,10
6.315524,3.754083,10
6.353231,3.770734,10
6.391102,3.787137,10
6.429136,3.803351,10
6.46733,3.819433,10
6.505684,3.835439,10
6.544199,3.851426,10
6.582873,3.867449,10
6.621709,3.883565,10
6.660707,3.89983,10
6.69987,3.916302,10
6.739201,3.933039,10
6.778702,3.950102,10
6.818377,3.967555,10
6.858232,3.985461,10
6.898271,4.003888,10
6.9385,4.022908,10
6.978926,4.042594,10
7.019556,4.063024,10
7.060399,4.084279,10
7.101463,4.106445,10
7.142759,4.129613,10
7.184298,4.153874,10
7.226091,4.179328,10
7.268152,4.206074,10
7.310494,4.234217,10
7.351408,4.091352,10
7.387645,3.623757,10
7.424144,3.649867,10
7.460895,3.675069,10
7.49789,3.699489,10
7.535122,3.723245,10
7.572587,3.746451,10
7.610279,3.769219,10
7.648195,3.791654,10
7.686334,3.813862,10
7.724693,3.835945,10
7.763273,3.858005,10
7.802075,3.880142,10
7.841099,3.90246,10
7.88035,3.925061,10
7.91983,3.948051,10
7.959544,3.971388,10
7.999491,3.99466,10
8.039667,4.017593,10
8.08007,4.040283,10
8.120698,4.062825,10
8.161551,4.08532,10
8.20263,4.10787,10
8.243936,4.130577,10
8.285471,4.153547,10
8.32724,4.176883,10
8.369247,4.200685,10
8.411497,4.225048,10
8.453998,4.250059,10
8.496756,4.275789,10
8.539779,4.302289,10
8.583074,4.329585,10
8.626651,4.357663,10
8.670516,4.386464,10
8.714674,4.415868,10
8.759131,4.445685,10
8.803888,4.475633,10
8.848941,4.505333,10
8.894284,4.53429,10
8.939903,4.561891,10
8.985777,4.587396,10
9.031876,4.609954,10
9.078162,4.628617,10
9.124586,4.642372,10
9.171088,4.650194,10
9.217599,4.6511,10
9.264041,4.644213,10
9.31033,4.628834,10
9.356375,4.604495,10
9.402085,4.571001,10
9.447369,4.528447,10
9.492141,4.477211,10
9.53632,4.417918,10
9.579834,4.351391,10
9.62262,4.278583,10
9.664625,4.200514,10
9.705807,4.118208,10
9.746134,4.032641,10
9.785581,3.944704,10
9.824132,3.85518,10
9.86178,3.764731,10
9.898519,3.673897,10
9.93435,3.583104,10
9.969277,3.492672,10
10.003305,3.402829,10
10.036442,3.313728,10
10.068697,3.225457,10
10.100077,3.138052,10
10.130592,3.051512,10
10.16025,2.965805,10
10.189059,2.880878,10
10.217026,2.796659,10
10.244156,2.713071,10
10.270457,2.630027,10
10.295931,2.547438,10
10.320583,2.465214,10
10.344416,2.383267,10
10.367431,2.301509,10
10.389633,2.220197,10
10.411037,2.140404,10
10.431666,2.062851,10
10.45154,1.987438,10
10.470681,1.914072,10
10.489107,1.842669,10
10.506839,1.773154,10
10.523893,1.705456,10
10.540289,1.639512,10
10.556041,1.575265,10
10.571168,1.512661,10
10.585684,1.451654,10
10.599606,1.392198,10
10.612949,1.334255,10
10.625727,1.277787,10
10.637954,1.222762,10
10.649646,1.16915,10
10.660815,1.116923,10
10.671476,1.066054,10
10.681641,1.016522,10
10.691324,0.968305,10
10.700538,0.921383,10
10.709295,0.875738,10
10.717609,0.831355,10
10.725491,0.788217,10
10.732954,0.746312,10
10.74001,0.705626,10
10.746672,0.666149,10
10.75295,0.627869,10
10.758858,0.590776,10
10.764407,0.554862,10
10.769608,0.520118,10
10.774473,0.486537,10
10.779014,0.454112,10
10.783243,0.422836,10
10.78717,0.392705,10
10.790807,0.363711,10
10.794165,0.335852,10
10.797257,0.309121,10
10.800092,0.283516,10
10.802682,0.259032,10
10.805039,0.235667,10
10.807173,0.213417,10
10.809096,0.19228,10
10.810818,0.172254,10
10.812352,0.153335,10
10.813707,0.135523,10
10.814895,0.118816,10
10.815927,0.103212,10
10.816814,0.08871,10
10.817567,0.075309,10
10.818197,0.063008,10
10.818716,0.051807,10
10.819133,0.041704,10
10.81946,0.032699,10
10.819708,0.024792,10
10.819887,0.017982,10
10.82001,0.01227,10
10.820087,0.007654,10
10.820128,0.004135,10
10.820145,0.001713,10
10.820149,0.000388,10
10.820149,0,10
